date,indice,value
2006-02-25,00471X0095,60.86
2006-02-26,00471X0095,60.88
2006-02-27,00471X0095,60.89
2006-02-28,00471X0095,60.91
2006-03-01,00471X0095,60.93
2006-03-02,00471X0095,60.95
2006-03-03,00471X0095,60.97
2006-03-04,00471X0095,60.98
2006-03-05,00471X0095,61.00
2006-03-06,00471X0095,61.02
2006-03-07,00471X0095,61.03
2006-03-08,00471X0095,61.05
2006-03-09,00471X0095,61.08
2006-03-10,00471X0095,61.11
2006-03-11,00471X0095,61.13
2006-03-12,00471X0095,61.14
2006-03-13,00471X0095,61.17
2006-03-14,00471X0095,61.20
2006-03-15,00471X0095,61.23
2006-03-16,00471X0095,61.26
2006-03-17,00471X0095,61.29
2006-03-18,00471X0095,61.33
2006-03-19,00471X0095,61.36
2006-03-20,00471X0095,61.39
2006-03-21,00471X0095,61.42
2006-03-22,00471X0095,61.45
2006-03-23,00471X0095,61.48
2006-03-24,00471X0095,61.52
2006-03-25,00471X0095,61.54
2006-03-26,00471X0095,61.57
2006-03-27,00471X0095,61.61
2006-03-28,00471X0095,61.64
2006-03-29,00471X0095,61.66
2006-03-30,00471X0095,61.69
2006-03-31,00471X0095,61.72
2006-04-01,00471X0095,61.75
2006-04-02,00471X0095,61.78
2006-04-03,00471X0095,61.80
2006-04-04,00471X0095,61.84
2006-04-05,00471X0095,61.86
2006-04-06,00471X0095,61.90
2006-04-07,00471X0095,61.93
2006-04-08,00471X0095,61.96
2006-04-09,00471X0095,61.98
2006-04-10,00471X0095,62.00
2006-04-11,00471X0095,62.04
2006-04-12,00471X0095,62.07
2006-04-13,00471X0095,62.10
2006-04-14,00471X0095,62.12
2006-04-15,00471X0095,62.16
2006-04-16,00471X0095,62.18
2006-04-17,00471X0095,62.21
2006-04-18,00471X0095,62.23
2006-04-19,00471X0095,62.26
2006-04-20,00471X0095,62.29
2006-04-21,00471X0095,62.32
2006-04-22,00471X0095,62.34
2006-04-23,00471X0095,62.36
2006-04-24,00471X0095,62.39
2006-04-25,00471X0095,62.41
2006-04-26,00471X0095,62.43
2006-04-27,00471X0095,62.46
2006-04-28,00471X0095,62.48
2006-04-29,00471X0095,62.51
2006-04-30,00471X0095,62.54
2006-05-01,00471X0095,62.57
2006-05-02,00471X0095,62.59
2006-05-03,00471X0095,62.61
2006-05-04,00471X0095,62.63
2006-05-05,00471X0095,62.65
2006-05-06,00471X0095,62.66
2006-05-07,00471X0095,62.69
2006-05-08,00471X0095,62.72
2006-05-09,00471X0095,62.73
2006-05-10,00471X0095,62.75
2006-05-11,00471X0095,62.77
2006-05-12,00471X0095,62.80
2006-05-13,00471X0095,62.81
2006-05-14,00471X0095,62.83
2006-05-15,00471X0095,62.84
2006-05-16,00471X0095,62.86
2006-05-17,00471X0095,62.88
2006-05-18,00471X0095,62.90
2006-05-19,00471X0095,62.91
2006-05-20,00471X0095,62.94
2006-05-21,00471X0095,62.96
2006-05-22,00471X0095,62.97
2006-05-23,00471X0095,62.97
2006-05-24,00471X0095,62.98
2006-05-25,00471X0095,63.00
2006-05-26,00471X0095,63.02
2006-05-27,00471X0095,63.02
2006-05-28,00471X0095,63.04
2006-05-29,00471X0095,63.06
2006-05-30,00471X0095,63.07
2006-05-31,00471X0095,63.08
2006-06-01,00471X0095,63.09
2006-06-02,00471X0095,63.09
2006-06-03,00471X0095,63.11
2006-06-04,00471X0095,63.12
2006-06-05,00471X0095,63.13
2006-06-06,00471X0095,63.14
2006-06-07,00471X0095,63.15
2006-06-08,00471X0095,63.16
2006-06-09,00471X0095,63.16
2006-06-10,00471X0095,63.18
2006-06-11,00471X0095,63.18
2006-06-12,00471X0095,63.18
2006-06-13,00471X0095,63.19
2006-06-14,00471X0095,63.19
2006-06-15,00471X0095,63.23
2006-06-16,00471X0095,63.26
2006-06-17,00471X0095,63.27
2006-06-18,00471X0095,63.28
2006-06-19,00471X0095,63.28
2006-06-20,00471X0095,63.28
2006-06-21,00471X0095,63.29
2006-06-22,00471X0095,63.29
2006-06-23,00471X0095,63.29
2006-06-24,00471X0095,63.30
2006-06-25,00471X0095,63.30
2006-06-26,00471X0095,63.30
2006-06-27,00471X0095,63.30
2006-06-28,00471X0095,63.30
2006-06-29,00471X0095,63.30
2006-06-30,00471X0095,63.30
2006-07-01,00471X0095,63.30
2006-07-02,00471X0095,63.30
2006-07-03,00471X0095,63.31
2006-07-04,00471X0095,63.31
2006-07-05,00471X0095,63.30
2006-07-06,00471X0095,63.30
2006-07-07,00471X0095,63.30
2006-07-08,00471X0095,63.29
2006-07-09,00471X0095,63.29
2006-07-10,00471X0095,63.28
2006-07-11,00471X0095,63.27
2006-07-12,00471X0095,63.27
2006-07-13,00471X0095,63.26
2006-07-14,00471X0095,63.25
2006-07-15,00471X0095,63.25
2006-07-16,00471X0095,63.24
2006-07-17,00471X0095,63.23
2006-07-18,00471X0095,63.23
2006-07-19,00471X0095,63.22
2006-07-20,00471X0095,63.21
2006-07-21,00471X0095,63.19
2006-07-22,00471X0095,63.19
2006-07-23,00471X0095,63.18
2006-07-24,00471X0095,63.17
2006-07-25,00471X0095,63.16
2006-07-26,00471X0095,63.15
2006-07-27,00471X0095,63.14
2006-07-28,00471X0095,63.13
2006-07-29,00471X0095,63.12
2006-07-30,00471X0095,63.11
2006-07-31,00471X0095,63.09
2006-08-01,00471X0095,63.08
2006-08-02,00471X0095,63.07
2006-08-03,00471X0095,63.05
2006-08-04,00471X0095,63.03
2006-08-05,00471X0095,63.02
2006-08-06,00471X0095,63.00
2006-08-07,00471X0095,62.98
2006-08-08,00471X0095,62.97
2006-08-09,00471X0095,62.96
2006-08-10,00471X0095,62.93
2006-08-11,00471X0095,62.93
2006-08-12,00471X0095,62.91
2006-08-13,00471X0095,62.91
2006-08-14,00471X0095,62.90
2006-08-15,00471X0095,62.89
2006-08-16,00471X0095,62.88
2006-08-17,00471X0095,62.87
2006-08-18,00471X0095,62.86
2006-08-19,00471X0095,62.84
2006-08-20,00471X0095,62.83
2006-08-21,00471X0095,62.81
2006-08-22,00471X0095,62.80
2006-08-23,00471X0095,62.79
2006-08-24,00471X0095,62.78
2006-08-25,00471X0095,62.77
2006-08-26,00471X0095,62.76
2006-08-27,00471X0095,62.75
2006-08-28,00471X0095,62.74
2006-08-29,00471X0095,62.75
2006-08-30,00471X0095,62.74
2006-08-31,00471X0095,62.73
2006-09-01,00471X0095,62.73
2006-09-02,00471X0095,62.73
2006-09-03,00471X0095,62.72
2006-09-04,00471X0095,62.70
2006-09-05,00471X0095,62.69
2006-09-06,00471X0095,62.68
2006-09-07,00471X0095,62.68
2006-09-08,00471X0095,62.66
2006-09-09,00471X0095,62.66
2006-09-10,00471X0095,62.65
2006-09-11,00471X0095,62.64
2006-09-12,00471X0095,62.64
2006-09-13,00471X0095,62.63
2006-09-14,00471X0095,62.62
2006-09-15,00471X0095,62.62
2006-09-16,00471X0095,62.61
2006-09-17,00471X0095,62.60
2006-09-18,00471X0095,62.59
2006-09-19,00471X0095,62.59
2006-09-20,00471X0095,62.58
2006-09-21,00471X0095,62.57
2006-09-22,00471X0095,62.57
2006-09-23,00471X0095,62.56
2006-09-24,00471X0095,62.55
2006-09-25,00471X0095,62.55
2006-09-26,00471X0095,62.53
2006-09-27,00471X0095,62.53
2006-09-28,00471X0095,62.52
2006-09-29,00471X0095,62.51
2006-09-30,00471X0095,62.50
2006-10-01,00471X0095,62.50
2006-10-02,00471X0095,62.49
2006-10-03,00471X0095,62.48
2006-10-04,00471X0095,62.47
2006-10-05,00471X0095,62.46
2006-10-06,00471X0095,62.45
2006-10-07,00471X0095,62.44
2006-10-08,00471X0095,62.43
2006-10-09,00471X0095,62.43
2006-10-10,00471X0095,62.42
2006-10-11,00471X0095,62.41
2006-10-12,00471X0095,62.40
2006-10-13,00471X0095,62.39
2006-10-14,00471X0095,62.38
2006-10-15,00471X0095,62.37
2006-10-16,00471X0095,62.36
2006-10-17,00471X0095,62.36
2006-10-18,00471X0095,62.36
2006-10-19,00471X0095,62.35
2006-10-20,00471X0095,62.34
2006-10-21,00471X0095,62.33
2006-10-22,00471X0095,62.32
2006-10-23,00471X0095,62.32
2006-10-24,00471X0095,62.31
2006-10-25,00471X0095,62.30
2006-10-26,00471X0095,62.29
2006-10-27,00471X0095,62.27
2006-10-28,00471X0095,62.27
2006-10-29,00471X0095,62.25
2006-10-30,00471X0095,62.25
2006-10-31,00471X0095,62.24
2006-11-01,00471X0095,62.23
2006-11-02,00471X0095,62.21
2006-11-03,00471X0095,62.21
2006-11-04,00471X0095,62.19
2006-11-05,00471X0095,62.18
2006-11-06,00471X0095,62.18
2006-11-07,00471X0095,62.17
2006-11-08,00471X0095,62.16
2006-11-09,00471X0095,62.15
2006-11-10,00471X0095,62.14
2006-11-11,00471X0095,62.13
2006-11-12,00471X0095,62.12
2006-11-13,00471X0095,62.12
2006-11-14,00471X0095,62.11
2006-11-15,00471X0095,62.10
2006-11-16,00471X0095,62.10
2006-11-17,00471X0095,62.09
2006-11-18,00471X0095,62.08
2006-11-19,00471X0095,62.07
2006-11-20,00471X0095,62.07
2006-11-21,00471X0095,62.07
2006-11-22,00471X0095,62.07
2006-11-23,00471X0095,62.07
2006-11-24,00471X0095,62.07
2006-11-25,00471X0095,62.06
2006-11-26,00471X0095,62.05
2006-11-27,00471X0095,62.05
2006-11-28,00471X0095,62.04
2006-11-29,00471X0095,62.03
2006-11-30,00471X0095,62.02
2006-12-01,00471X0095,62.02
2006-12-02,00471X0095,62.02
2006-12-03,00471X0095,62.02
2006-12-04,00471X0095,62.02
2006-12-05,00471X0095,62.02
2006-12-06,00471X0095,62.03
2006-12-07,00471X0095,62.04
2006-12-08,00471X0095,62.05
2006-12-09,00471X0095,62.05
2006-12-10,00471X0095,62.05
2006-12-11,00471X0095,62.07
2006-12-12,00471X0095,62.09
2006-12-13,00471X0095,62.11
2006-12-14,00471X0095,62.12
2006-12-15,00471X0095,62.15
2006-12-16,00471X0095,62.16
2006-12-17,00471X0095,62.18
2006-12-18,00471X0095,62.22
2006-12-19,00471X0095,62.25
2006-12-20,00471X0095,62.27
2006-12-21,00471X0095,62.30
2006-12-22,00471X0095,62.31
2006-12-23,00471X0095,62.33
2006-12-24,00471X0095,62.35
2006-12-25,00471X0095,62.37
2006-12-26,00471X0095,62.39
2006-12-27,00471X0095,62.41
2006-12-28,00471X0095,62.43
2006-12-29,00471X0095,62.45
2006-12-30,00471X0095,62.48
2006-12-31,00471X0095,62.50
2007-01-01,00471X0095,62.51
2007-01-02,00471X0095,62.52
2007-01-03,00471X0095,62.54
2007-01-04,00471X0095,62.57
2007-01-05,00471X0095,62.59
2007-01-06,00471X0095,62.61
2007-01-07,00471X0095,62.64
2007-01-08,00471X0095,62.67
2007-01-09,00471X0095,62.69
2007-01-10,00471X0095,62.71
2007-01-11,00471X0095,62.73
2007-01-12,00471X0095,62.75
2007-01-13,00471X0095,62.77
2007-01-14,00471X0095,62.80
2007-01-15,00471X0095,62.81
2007-01-16,00471X0095,62.84
2007-01-17,00471X0095,62.87
2007-01-18,00471X0095,62.90
2007-01-19,00471X0095,62.92
2007-01-20,00471X0095,62.95
2007-01-21,00471X0095,62.98
2007-01-22,00471X0095,63.00
2007-01-23,00471X0095,63.03
2007-01-24,00471X0095,63.06
2007-01-25,00471X0095,63.09
2007-01-26,00471X0095,63.11
2007-01-27,00471X0095,63.14
2007-01-28,00471X0095,63.16
2007-01-29,00471X0095,63.19
2007-01-30,00471X0095,63.22
2007-01-31,00471X0095,63.25
2007-02-01,00471X0095,63.30
2007-02-02,00471X0095,63.31
2007-02-03,00471X0095,63.34
2007-02-04,00471X0095,63.37
2007-02-05,00471X0095,63.40
2007-02-06,00471X0095,63.44
2007-02-07,00471X0095,63.47
2007-02-08,00471X0095,63.51
2007-02-09,00471X0095,63.54
2007-02-10,00471X0095,63.57
2007-02-11,00471X0095,63.59
2007-02-12,00471X0095,63.63
2007-02-13,00471X0095,63.68
2007-02-14,00471X0095,63.72
2007-02-15,00471X0095,63.79
2007-02-16,00471X0095,63.91
2007-02-17,00471X0095,64.07
2007-02-18,00471X0095,64.19
2007-02-19,00471X0095,64.29
2007-02-20,00471X0095,64.39
2007-02-21,00471X0095,64.47
2007-02-22,00471X0095,64.55
2007-02-23,00471X0095,64.63
2007-02-24,00471X0095,64.72
2007-02-25,00471X0095,64.79
2007-02-26,00471X0095,64.86
2007-02-27,00471X0095,64.91
2007-02-28,00471X0095,64.99
2007-03-01,00471X0095,65.07
2007-03-02,00471X0095,65.13
2007-03-03,00471X0095,65.20
2007-03-04,00471X0095,65.25
2007-03-05,00471X0095,65.34
2007-03-06,00471X0095,65.42
2007-03-07,00471X0095,65.52
2007-03-08,00471X0095,65.60
2007-03-09,00471X0095,65.66
2007-03-10,00471X0095,65.74
2007-03-11,00471X0095,65.82
2007-03-12,00471X0095,65.91
2007-03-13,00471X0095,65.99
2007-03-14,00471X0095,66.10
2007-03-15,00471X0095,66.15
2007-03-16,00471X0095,66.23
2007-03-17,00471X0095,66.31
2007-03-18,00471X0095,66.39
2007-03-19,00471X0095,66.49
2007-03-20,00471X0095,66.56
2007-03-21,00471X0095,66.55
2007-03-22,00471X0095,66.61
2007-03-23,00471X0095,66.70
2007-03-24,00471X0095,66.73
2007-03-25,00471X0095,66.78
2007-03-26,00471X0095,66.85
2007-03-27,00471X0095,66.88
2007-03-28,00471X0095,66.86
2007-03-29,00471X0095,66.91
2007-03-30,00471X0095,66.96
2007-03-31,00471X0095,66.99
2007-04-01,00471X0095,67.02
2007-04-02,00471X0095,67.05
2007-04-03,00471X0095,67.22
2007-04-04,00471X0095,67.25
2007-04-05,00471X0095,67.28
2007-04-06,00471X0095,67.30
2007-04-07,00471X0095,67.33
2007-04-08,00471X0095,67.35
2007-04-09,00471X0095,67.38
2007-04-10,00471X0095,67.41
2007-04-11,00471X0095,67.42
2007-04-12,00471X0095,67.45
2007-04-13,00471X0095,67.46
2007-04-14,00471X0095,67.48
2007-04-15,00471X0095,67.49
2007-04-16,00471X0095,67.50
2007-04-17,00471X0095,67.52
2007-04-18,00471X0095,67.53
2007-04-19,00471X0095,67.54
2007-04-20,00471X0095,67.55
2007-04-21,00471X0095,67.56
2007-04-22,00471X0095,67.57
2007-04-23,00471X0095,67.57
2007-04-24,00471X0095,67.58
2007-04-25,00471X0095,67.59
2007-04-26,00471X0095,67.59
2007-04-27,00471X0095,67.59
2007-04-28,00471X0095,67.59
2007-04-29,00471X0095,67.59
2007-04-30,00471X0095,67.59
2007-05-01,00471X0095,67.60
2007-05-02,00471X0095,67.60
2007-05-03,00471X0095,67.59
2007-05-04,00471X0095,67.59
2007-05-05,00471X0095,67.58
2007-05-06,00471X0095,67.57
2007-05-07,00471X0095,67.56
2007-05-08,00471X0095,67.56
2007-05-09,00471X0095,67.55
2007-05-10,00471X0095,67.55
2007-05-11,00471X0095,67.55
2007-05-12,00471X0095,67.54
2007-05-13,00471X0095,67.53
2007-05-14,00471X0095,67.52
2007-05-15,00471X0095,67.50
2007-05-16,00471X0095,67.49
2007-05-17,00471X0095,67.47
2007-05-18,00471X0095,67.45
2007-05-19,00471X0095,67.44
2007-05-20,00471X0095,67.42
2007-05-21,00471X0095,67.41
2007-05-22,00471X0095,67.39
2007-05-23,00471X0095,67.37
2007-05-24,00471X0095,67.36
2007-05-25,00471X0095,67.34
2007-05-26,00471X0095,67.33
2007-05-27,00471X0095,67.31
2007-05-28,00471X0095,67.29
2007-05-29,00471X0095,67.28
2007-05-30,00471X0095,67.26
2007-05-31,00471X0095,67.25
2007-06-01,00471X0095,67.23
2007-06-02,00471X0095,67.21
2007-06-03,00471X0095,67.17
2007-06-04,00471X0095,67.15
2007-06-05,00471X0095,67.13
2007-06-06,00471X0095,67.10
2007-06-07,00471X0095,67.09
2007-06-08,00471X0095,67.07
2007-06-09,00471X0095,67.04
2007-06-10,00471X0095,67.01
2007-06-11,00471X0095,67.01
2007-06-12,00471X0095,67.00
2007-06-15,00471X0095,66.92
2007-06-16,00471X0095,66.91
2007-06-17,00471X0095,66.90
2007-06-18,00471X0095,66.87
2007-06-19,00471X0095,66.86
2007-06-20,00471X0095,66.85
2007-06-21,00471X0095,66.83
2007-06-22,00471X0095,66.81
2007-06-23,00471X0095,66.80
2007-06-24,00471X0095,66.77
2007-06-25,00471X0095,66.75
2007-06-26,00471X0095,66.74
2007-06-27,00471X0095,66.71
2007-06-28,00471X0095,66.69
2007-06-29,00471X0095,66.67
2007-06-30,00471X0095,66.64
2007-07-01,00471X0095,66.62
2007-07-02,00471X0095,66.61
2007-07-03,00471X0095,66.58
2007-07-04,00471X0095,66.58
2007-07-05,00471X0095,66.58
2007-07-06,00471X0095,66.58
2007-07-12,00471X0095,66.53
2007-07-13,00471X0095,66.52
2007-07-14,00471X0095,66.52
2007-07-15,00471X0095,66.50
2007-07-16,00471X0095,66.50
2007-07-17,00471X0095,66.48
2007-07-18,00471X0095,66.47
2007-07-19,00471X0095,66.46
2007-07-20,00471X0095,66.45
2007-07-23,00471X0095,66.43
2007-07-24,00471X0095,66.43
2007-07-25,00471X0095,66.41
2007-07-26,00471X0095,66.40
2007-07-27,00471X0095,66.40
2007-07-28,00471X0095,66.39
2007-07-29,00471X0095,66.37
2007-07-30,00471X0095,66.36
2007-07-31,00471X0095,66.35
2007-08-01,00471X0095,66.34
2007-08-02,00471X0095,66.34
2007-08-03,00471X0095,66.32
2007-08-04,00471X0095,66.31
2007-08-05,00471X0095,66.30
2007-08-06,00471X0095,66.29
2007-08-07,00471X0095,66.28
2007-08-08,00471X0095,66.27
2007-08-09,00471X0095,66.26
2007-08-10,00471X0095,66.25
2007-08-11,00471X0095,66.24
2007-08-12,00471X0095,66.23
2007-08-13,00471X0095,66.22
2007-08-14,00471X0095,66.21
2007-08-15,00471X0095,66.20
2007-08-16,00471X0095,66.19
2007-08-17,00471X0095,66.17
2007-08-18,00471X0095,66.15
2007-08-19,00471X0095,66.14
2007-08-20,00471X0095,66.13
2007-08-21,00471X0095,66.13
2007-08-22,00471X0095,66.11
2007-08-23,00471X0095,66.12
2007-08-24,00471X0095,66.10
2007-08-25,00471X0095,66.09
2007-08-26,00471X0095,66.08
2007-08-27,00471X0095,66.07
2007-08-28,00471X0095,66.06
2007-08-29,00471X0095,66.05
2007-08-30,00471X0095,66.04
2007-08-31,00471X0095,66.02
2007-09-01,00471X0095,66.01
2007-09-02,00471X0095,66.01
2007-09-03,00471X0095,66.00
2007-09-04,00471X0095,65.99
2007-09-05,00471X0095,65.97
2007-09-06,00471X0095,65.96
2007-09-07,00471X0095,65.95
2007-09-08,00471X0095,65.94
2007-09-09,00471X0095,65.94
2007-09-10,00471X0095,65.93
2007-09-11,00471X0095,65.92
2007-09-12,00471X0095,65.91
2007-09-13,00471X0095,65.90
2007-09-14,00471X0095,65.89
2007-09-15,00471X0095,65.88
2007-09-16,00471X0095,65.87
2007-09-17,00471X0095,65.86
2007-09-18,00471X0095,65.85
2007-09-19,00471X0095,65.84
2007-09-20,00471X0095,65.83
2007-09-21,00471X0095,65.82
2007-09-22,00471X0095,65.81
2007-09-23,00471X0095,65.80
2007-09-24,00471X0095,65.79
2007-09-25,00471X0095,65.78
2007-09-26,00471X0095,65.77
2007-09-27,00471X0095,65.76
2007-09-28,00471X0095,65.75
2007-09-29,00471X0095,65.74
2007-09-30,00471X0095,65.73
2007-10-01,00471X0095,65.71
2007-10-02,00471X0095,65.71
2007-10-03,00471X0095,65.70
2007-10-04,00471X0095,65.69
2007-10-05,00471X0095,65.68
2007-10-06,00471X0095,65.66
2007-10-07,00471X0095,65.65
2007-10-08,00471X0095,65.64
2007-10-09,00471X0095,65.63
2007-10-10,00471X0095,65.62
2007-10-11,00471X0095,65.61
2007-10-12,00471X0095,65.59
2007-10-13,00471X0095,65.58
2007-10-14,00471X0095,65.57
2007-10-15,00471X0095,65.56
2007-10-16,00471X0095,65.54
2007-10-17,00471X0095,65.53
2007-10-18,00471X0095,65.52
2007-10-19,00471X0095,65.50
2007-10-20,00471X0095,65.49
2007-10-21,00471X0095,65.47
2007-10-22,00471X0095,65.46
2007-10-23,00471X0095,65.45
2007-10-24,00471X0095,65.43
2007-10-25,00471X0095,65.42
2007-10-26,00471X0095,65.41
2007-10-27,00471X0095,65.39
2007-10-28,00471X0095,65.38
2007-10-29,00471X0095,65.36
2007-10-30,00471X0095,65.35
2007-10-31,00471X0095,65.34
2007-11-01,00471X0095,65.32
2007-11-02,00471X0095,65.31
2007-11-03,00471X0095,65.29
2007-11-04,00471X0095,65.28
2007-11-05,00471X0095,65.26
2007-11-06,00471X0095,65.25
2007-11-07,00471X0095,65.23
2007-11-08,00471X0095,65.22
2007-11-09,00471X0095,65.21
2007-11-10,00471X0095,65.19
2007-11-11,00471X0095,65.18
2007-11-12,00471X0095,65.17
2007-11-13,00471X0095,65.15
2007-11-14,00471X0095,65.14
2007-11-15,00471X0095,65.13
2007-11-16,00471X0095,65.10
2007-11-17,00471X0095,65.09
2007-11-18,00471X0095,65.08
2007-11-19,00471X0095,65.07
2007-11-20,00471X0095,65.06
2007-11-21,00471X0095,65.05
2007-11-22,00471X0095,65.04
2007-11-23,00471X0095,65.02
2007-11-24,00471X0095,65.01
2007-11-25,00471X0095,64.99
2007-11-26,00471X0095,64.97
2007-11-27,00471X0095,64.96
2007-11-28,00471X0095,64.95
2007-11-29,00471X0095,64.94
2007-11-30,00471X0095,64.92
2007-12-01,00471X0095,64.92
2007-12-02,00471X0095,64.91
2007-12-03,00471X0095,64.91
2007-12-04,00471X0095,64.91
2007-12-05,00471X0095,64.91
2007-12-06,00471X0095,64.92
2007-12-07,00471X0095,64.93
2007-12-08,00471X0095,64.97
2007-12-09,00471X0095,65.03
2007-12-10,00471X0095,65.15
2007-12-11,00471X0095,65.19
2007-12-12,00471X0095,65.32
2007-12-13,00471X0095,65.48
2007-12-14,00471X0095,65.62
2007-12-15,00471X0095,65.74
2007-12-16,00471X0095,65.86
2007-12-17,00471X0095,65.97
2007-12-18,00471X0095,66.07
2007-12-19,00471X0095,66.16
2007-12-20,00471X0095,66.29
2007-12-21,00471X0095,66.34
2007-12-22,00471X0095,66.42
2007-12-23,00471X0095,66.49
2007-12-24,00471X0095,66.56
2007-12-25,00471X0095,66.64
2007-12-26,00471X0095,66.71
2007-12-27,00471X0095,66.76
2007-12-28,00471X0095,66.82
2007-12-29,00471X0095,66.88
2007-12-30,00471X0095,66.94
2007-12-31,00471X0095,66.98
2008-01-01,00471X0095,67.02
2008-01-02,00471X0095,67.07
2008-01-03,00471X0095,67.13
2008-01-04,00471X0095,67.17
2008-01-05,00471X0095,67.21
2008-01-06,00471X0095,67.25
2008-01-07,00471X0095,67.29
2008-01-08,00471X0095,67.30
2008-01-09,00471X0095,67.34
2008-01-10,00471X0095,67.36
2008-01-11,00471X0095,67.40
2008-01-12,00471X0095,67.44
2008-01-13,00471X0095,67.45
2008-01-14,00471X0095,67.48
2008-01-15,00471X0095,67.50
2008-01-16,00471X0095,67.55
2008-01-17,00471X0095,67.55
2008-01-18,00471X0095,67.57
2008-01-19,00471X0095,67.58
2008-01-20,00471X0095,67.59
2008-01-21,00471X0095,67.63
2008-01-22,00471X0095,67.65
2008-01-23,00471X0095,67.64
2008-01-24,00471X0095,67.67
2008-01-25,00471X0095,67.68
2008-01-26,00471X0095,67.69
2008-01-27,00471X0095,67.71
2008-01-28,00471X0095,67.73
2008-01-29,00471X0095,67.75
2008-01-30,00471X0095,67.77
2008-01-31,00471X0095,67.79
2008-02-01,00471X0095,67.84
2008-02-02,00471X0095,67.85
2008-02-03,00471X0095,67.86
2008-02-04,00471X0095,67.90
2008-02-05,00471X0095,67.90
2008-02-06,00471X0095,67.92
2008-02-07,00471X0095,67.92
2008-02-08,00471X0095,67.93
2008-02-09,00471X0095,67.95
2008-02-10,00471X0095,67.96
2008-02-11,00471X0095,67.98
2008-02-12,00471X0095,68.00
2008-02-13,00471X0095,68.01
2008-02-14,00471X0095,68.02
2008-02-15,00471X0095,68.04
2008-02-16,00471X0095,68.05
2008-02-17,00471X0095,68.06
2008-02-18,00471X0095,68.07
2008-02-19,00471X0095,68.09
2008-02-20,00471X0095,68.11
2008-02-21,00471X0095,68.12
2008-02-22,00471X0095,68.13
2008-02-23,00471X0095,68.14
2008-02-24,00471X0095,68.15
2008-02-25,00471X0095,68.17
2008-02-26,00471X0095,68.18
2008-02-27,00471X0095,68.19
2008-02-28,00471X0095,68.19
2008-02-29,00471X0095,68.20
2008-03-01,00471X0095,68.22
2008-03-02,00471X0095,68.22
2008-03-03,00471X0095,68.23
2008-03-04,00471X0095,68.24
2008-03-05,00471X0095,68.23
2008-03-06,00471X0095,68.23
2008-03-07,00471X0095,68.25
2008-03-08,00471X0095,68.25
2008-03-09,00471X0095,68.26
2008-03-10,00471X0095,68.27
2008-03-11,00471X0095,68.30
2008-03-12,00471X0095,68.31
2008-03-13,00471X0095,68.30
2008-03-14,00471X0095,68.33
2008-03-15,00471X0095,68.34
2008-03-16,00471X0095,68.38
2008-03-17,00471X0095,68.41
2008-03-18,00471X0095,68.45
2008-03-19,00471X0095,68.50
2008-03-20,00471X0095,68.56
2008-03-21,00471X0095,68.71
2008-03-22,00471X0095,68.75
2008-03-23,00471X0095,68.80
2008-03-24,00471X0095,68.89
2008-03-25,00471X0095,68.97
2008-03-26,00471X0095,69.06
2008-03-27,00471X0095,69.16
2008-03-28,00471X0095,69.24
2008-03-29,00471X0095,69.33
2008-03-30,00471X0095,69.42
2008-03-31,00471X0095,69.50
2008-04-01,00471X0095,69.56
2008-04-02,00471X0095,69.63
2008-04-03,00471X0095,69.70
2008-04-04,00471X0095,69.79
2008-04-05,00471X0095,69.83
2008-04-06,00471X0095,69.90
2008-04-07,00471X0095,69.98
2008-04-08,00471X0095,70.02
2008-04-09,00471X0095,70.08
2008-04-10,00471X0095,70.15
2008-04-11,00471X0095,70.18
2008-04-12,00471X0095,70.21
2008-04-13,00471X0095,70.24
2008-04-14,00471X0095,70.28
2008-04-15,00471X0095,70.30
2008-04-16,00471X0095,70.33
2008-04-17,00471X0095,70.38
2008-04-18,00471X0095,70.42
2008-04-19,00471X0095,70.46
2008-04-20,00471X0095,70.47
2008-04-21,00471X0095,70.50
2008-04-22,00471X0095,70.52
2008-04-23,00471X0095,70.52
2008-04-24,00471X0095,70.53
2008-04-25,00471X0095,70.54
2008-04-26,00471X0095,70.56
2008-04-27,00471X0095,70.58
2008-04-28,00471X0095,70.62
2008-04-29,00471X0095,70.62
2008-04-30,00471X0095,70.65
2008-05-01,00471X0095,70.65
2008-05-02,00471X0095,70.64
2008-05-03,00471X0095,70.64
2008-05-04,00471X0095,70.64
2008-05-05,00471X0095,70.65
2008-05-06,00471X0095,70.65
2008-05-07,00471X0095,70.66
2008-05-08,00471X0095,70.66
2008-05-09,00471X0095,70.66
2008-05-10,00471X0095,70.66
2008-05-11,00471X0095,70.66
2008-05-12,00471X0095,70.65
2008-05-13,00471X0095,70.65
2008-05-14,00471X0095,70.64
2008-05-15,00471X0095,70.64
2008-05-16,00471X0095,70.63
2008-05-17,00471X0095,70.65
2008-05-18,00471X0095,70.64
2008-05-19,00471X0095,70.63
2008-05-20,00471X0095,70.62
2008-05-21,00471X0095,70.60
2008-05-22,00471X0095,70.59
2008-05-23,00471X0095,70.58
2008-05-24,00471X0095,70.57
2008-05-25,00471X0095,70.56
2008-05-26,00471X0095,70.53
2008-05-27,00471X0095,70.49
2008-05-28,00471X0095,70.47
2008-05-29,00471X0095,70.45
2008-05-30,00471X0095,70.44
2008-05-31,00471X0095,70.41
2008-06-01,00471X0095,70.39
2008-06-02,00471X0095,70.37
2008-06-03,00471X0095,70.36
2008-06-04,00471X0095,70.33
2008-06-05,00471X0095,70.30
