date,indice,value
2013-05-17,00471X0095,70.03
2013-05-18,00471X0095,70.01
2013-05-19,00471X0095,69.99
2013-05-20,00471X0095,69.97
2013-05-21,00471X0095,69.93
2013-05-22,00471X0095,69.91
2013-05-23,00471X0095,69.89
2013-05-24,00471X0095,69.87
2013-05-25,00471X0095,69.82
2013-05-26,00471X0095,69.80
2013-05-27,00471X0095,69.78
2013-05-28,00471X0095,69.76
2013-05-29,00471X0095,69.74
2013-05-30,00471X0095,69.70
2013-05-31,00471X0095,69.66
2013-06-01,00471X0095,69.62
2013-06-02,00471X0095,69.60
2013-06-03,00471X0095,69.57
2013-06-04,00471X0095,69.55
2013-06-05,00471X0095,69.51
2013-06-06,00471X0095,69.47
2013-06-07,00471X0095,69.45
2013-06-08,00471X0095,69.41
2013-06-09,00471X0095,69.39
2013-06-10,00471X0095,69.35
2013-06-11,00471X0095,69.31
2013-06-12,00471X0095,69.28
2013-06-13,00471X0095,69.24
2013-06-14,00471X0095,69.22
2013-06-15,00471X0095,69.18
2013-06-16,00471X0095,69.14
2013-06-17,00471X0095,69.11
2013-06-18,00471X0095,69.06
2013-06-19,00471X0095,69.03
2013-06-20,00471X0095,69.02
2013-06-21,00471X0095,69.01
2013-06-22,00471X0095,68.98
2013-06-23,00471X0095,68.94
2013-06-24,00471X0095,68.90
2013-06-25,00471X0095,68.86
2013-06-26,00471X0095,68.85
2013-06-27,00471X0095,68.81
2013-06-28,00471X0095,68.80
2013-06-29,00471X0095,68.76
2013-06-30,00471X0095,68.73
2013-07-01,00471X0095,68.70
2013-07-02,00471X0095,68.68
2013-07-03,00471X0095,68.65
2013-07-04,00471X0095,68.61
2013-07-05,00471X0095,68.57
2013-07-06,00471X0095,68.55
2013-07-07,00471X0095,68.52
2013-07-08,00471X0095,68.48
2013-07-09,00471X0095,68.45
2013-07-10,00471X0095,68.43
2013-07-11,00471X0095,68.39
2013-07-12,00471X0095,68.36
2013-07-13,00471X0095,68.32
2013-07-14,00471X0095,68.30
2013-07-15,00471X0095,68.26
2013-07-16,00471X0095,68.23
2013-07-17,00471X0095,68.19
2013-07-18,00471X0095,68.15
2013-07-19,00471X0095,68.12
2013-07-20,00471X0095,68.08
2013-07-21,00471X0095,68.06
2013-07-22,00471X0095,68.02
2013-07-23,00471X0095,67.99
2013-07-24,00471X0095,67.95
2013-07-25,00471X0095,67.91
2013-07-26,00471X0095,67.89
2013-07-27,00471X0095,67.86
2013-07-28,00471X0095,67.82
2013-07-29,00471X0095,67.78
2013-07-30,00471X0095,67.77
2013-07-31,00471X0095,67.73
2013-08-01,00471X0095,67.69
2013-08-02,00471X0095,67.66
2013-08-03,00471X0095,67.62
2013-08-04,00471X0095,67.58
2013-08-05,00471X0095,67.56
2013-08-06,00471X0095,67.52
2013-08-07,00471X0095,67.48
2013-08-08,00471X0095,67.45
2013-08-09,00471X0095,67.41
2013-08-10,00471X0095,67.39
2013-08-11,00471X0095,67.36
2013-08-12,00471X0095,67.31
2013-08-13,00471X0095,67.28
2013-08-14,00471X0095,67.26
2013-08-15,00471X0095,67.23
2013-08-16,00471X0095,67.19
2013-08-17,00471X0095,67.15
2013-08-18,00471X0095,67.12
2013-08-19,00471X0095,67.08
2013-08-20,00471X0095,67.06
2013-08-21,00471X0095,67.02
2013-08-22,00471X0095,66.99
2013-08-23,00471X0095,66.97
2013-08-24,00471X0095,66.94
2013-08-25,00471X0095,66.90
2013-08-26,00471X0095,66.86
2013-08-27,00471X0095,66.83
2013-08-28,00471X0095,66.81
2013-08-29,00471X0095,66.77
2013-08-30,00471X0095,66.74
2013-08-31,00471X0095,66.70
2013-09-01,00471X0095,66.68
2013-09-02,00471X0095,66.65
2013-09-03,00471X0095,66.61
2013-09-04,00471X0095,66.58
2013-09-05,00471X0095,66.56
2013-09-06,00471X0095,66.53
2013-09-07,00471X0095,66.49
2013-09-08,00471X0095,66.48
2013-09-09,00471X0095,66.44
2013-09-10,00471X0095,66.41
2013-09-11,00471X0095,66.39
2013-09-12,00471X0095,66.36
2013-09-13,00471X0095,66.32
2013-09-14,00471X0095,66.31
2013-09-15,00471X0095,66.27
2013-09-16,00471X0095,66.26
2013-09-17,00471X0095,66.23
2013-09-18,00471X0095,66.20
2013-09-19,00471X0095,66.19
2013-09-20,00471X0095,66.15
2013-09-21,00471X0095,66.12
2013-09-22,00471X0095,66.12
2013-09-23,00471X0095,66.07
2013-09-24,00471X0095,66.06
2013-09-25,00471X0095,66.03
2013-09-26,00471X0095,66.01
2013-09-27,00471X0095,65.98
2013-09-28,00471X0095,65.95
2013-09-29,00471X0095,65.94
2013-09-30,00471X0095,65.90
2013-10-01,00471X0095,65.89
2013-10-02,00471X0095,65.86
2013-10-03,00471X0095,65.83
2013-10-04,00471X0095,65.81
2013-10-05,00471X0095,65.78
2013-10-06,00471X0095,65.77
2013-10-07,00471X0095,65.74
2013-10-08,00471X0095,65.72
2013-10-09,00471X0095,65.69
2013-10-10,00471X0095,65.68
2013-10-11,00471X0095,65.65
2013-10-12,00471X0095,65.64
2013-10-13,00471X0095,65.61
2013-10-14,00471X0095,65.60
2013-10-15,00471X0095,65.58
2013-10-16,00471X0095,65.56
2013-10-17,00471X0095,65.53
2013-10-18,00471X0095,65.52
2013-10-19,00471X0095,65.49
2013-10-20,00471X0095,65.48
2013-10-21,00471X0095,65.45
2013-10-22,00471X0095,65.44
2013-10-23,00471X0095,65.41
2013-10-24,00471X0095,65.40
2013-10-25,00471X0095,65.39
2013-10-26,00471X0095,65.36
2013-10-27,00471X0095,65.35
2013-10-28,00471X0095,65.32
2013-10-29,00471X0095,65.31
2013-10-30,00471X0095,65.28
2013-10-31,00471X0095,65.27
2013-11-01,00471X0095,65.26
2013-11-02,00471X0095,65.24
2013-11-03,00471X0095,65.23
2013-11-04,00471X0095,65.23
2013-11-05,00471X0095,65.22
2013-11-06,00471X0095,65.20
2013-11-07,00471X0095,65.20
2013-11-08,00471X0095,65.19
2013-11-09,00471X0095,65.19
2013-11-10,00471X0095,65.20
2013-11-11,00471X0095,65.20
2013-11-12,00471X0095,65.20
2013-11-13,00471X0095,65.20
2013-11-14,00471X0095,65.22
2013-11-15,00471X0095,65.22
2013-11-16,00471X0095,65.23
2013-11-17,00471X0095,65.23
2013-11-18,00471X0095,65.23
2013-11-19,00471X0095,65.24
2013-11-20,00471X0095,65.24
2013-11-21,00471X0095,65.26
2013-11-22,00471X0095,65.27
2013-11-23,00471X0095,65.27
2013-11-24,00471X0095,65.27
2013-11-25,00471X0095,65.27
2013-11-26,00471X0095,65.27
2013-11-27,00471X0095,65.28
2013-11-28,00471X0095,65.30
2013-11-29,00471X0095,65.30
2013-11-30,00471X0095,65.31
2013-12-01,00471X0095,65.31
2013-12-02,00471X0095,65.32
2013-12-03,00471X0095,65.33
2013-12-04,00471X0095,65.36
2013-12-05,00471X0095,65.36
2013-12-06,00471X0095,65.37
2013-12-07,00471X0095,65.39
2013-12-08,00471X0095,65.40
2013-12-09,00471X0095,65.41
2013-12-10,00471X0095,65.43
2013-12-11,00471X0095,65.44
2013-12-12,00471X0095,65.44
2013-12-13,00471X0095,65.47
2013-12-14,00471X0095,65.48
2013-12-15,00471X0095,65.49
2013-12-16,00471X0095,65.51
2013-12-17,00471X0095,65.52
2013-12-18,00471X0095,65.53
2013-12-19,00471X0095,65.53
2013-12-20,00471X0095,65.54
2013-12-21,00471X0095,65.56
2013-12-22,00471X0095,65.57
2013-12-23,00471X0095,65.59
2013-12-24,00471X0095,65.61
2013-12-25,00471X0095,65.62
2013-12-26,00471X0095,65.63
2013-12-27,00471X0095,65.64
2013-12-28,00471X0095,65.66
2013-12-29,00471X0095,65.66
2013-12-30,00471X0095,65.68
2013-12-31,00471X0095,65.70
2014-01-01,00471X0095,65.73
2014-01-02,00471X0095,65.74
2014-01-03,00471X0095,65.76
2014-01-04,00471X0095,65.79
2014-01-05,00471X0095,65.80
2014-01-06,00471X0095,65.82
2014-01-07,00471X0095,65.84
2014-01-08,00471X0095,65.87
2014-01-09,00471X0095,65.89
2014-01-10,00471X0095,65.92
2014-01-11,00471X0095,65.94
2014-01-12,00471X0095,65.97
2014-01-13,00471X0095,66.00
2014-01-14,00471X0095,66.02
2014-01-15,00471X0095,66.05
2014-01-16,00471X0095,66.09
2014-01-17,00471X0095,66.12
2014-01-18,00471X0095,66.15
2014-01-19,00471X0095,66.17
2014-01-20,00471X0095,66.19
2014-01-21,00471X0095,66.23
2014-01-22,00471X0095,66.26
2014-01-23,00471X0095,66.30
2014-01-24,00471X0095,66.34
2014-01-25,00471X0095,66.38
2014-01-26,00471X0095,66.44
2014-01-27,00471X0095,66.50
2014-01-28,00471X0095,66.55
2014-01-29,00471X0095,66.63
2014-01-30,00471X0095,66.72
2014-01-31,00471X0095,66.82
2014-02-01,00471X0095,66.91
2014-02-02,00471X0095,67.00
2014-02-03,00471X0095,67.11
2014-02-04,00471X0095,67.24
2014-02-05,00471X0095,67.36
2014-02-06,00471X0095,67.49
2014-02-07,00471X0095,67.59
2014-02-08,00471X0095,67.71
2014-02-09,00471X0095,67.81
2014-02-10,00471X0095,67.90
2014-02-11,00471X0095,67.99
2014-02-12,00471X0095,68.08
2014-02-13,00471X0095,68.16
2014-02-14,00471X0095,68.26
2014-02-15,00471X0095,68.32
2014-02-16,00471X0095,68.40
2014-02-17,00471X0095,68.46
2014-02-18,00471X0095,68.53
2014-02-19,00471X0095,68.60
2014-02-20,00471X0095,68.68
2014-02-21,00471X0095,68.74
2014-02-22,00471X0095,68.79
2014-02-23,00471X0095,68.86
2014-02-24,00471X0095,68.93
2014-02-25,00471X0095,68.99
2014-02-26,00471X0095,69.05
2014-02-27,00471X0095,69.13
2014-02-28,00471X0095,69.21
2014-03-01,00471X0095,69.27
2014-03-02,00471X0095,69.35
2014-03-03,00471X0095,69.40
2014-03-04,00471X0095,69.43
2014-03-05,00471X0095,69.47
2014-03-06,00471X0095,69.52
2014-03-07,00471X0095,69.57
2014-03-08,00471X0095,69.63
2014-03-09,00471X0095,69.69
2014-03-10,00471X0095,69.74
2014-03-11,00471X0095,69.79
2014-03-12,00471X0095,69.85
2014-03-13,00471X0095,69.90
2014-03-14,00471X0095,69.96
2014-03-15,00471X0095,70.01
2014-03-16,00471X0095,70.06
2014-03-17,00471X0095,70.12
2014-03-18,00471X0095,70.16
2014-03-19,00471X0095,70.21
2014-03-20,00471X0095,70.28
2014-03-21,00471X0095,70.33
2014-03-22,00471X0095,70.37
2014-03-23,00471X0095,70.40
2014-03-24,00471X0095,70.45
2014-03-25,00471X0095,70.48
2014-03-26,00471X0095,70.52
2014-03-27,00471X0095,70.55
2014-03-28,00471X0095,70.58
2014-03-29,00471X0095,70.62
2014-03-30,00471X0095,70.65
2014-03-31,00471X0095,70.68
2014-04-01,00471X0095,70.71
2014-04-02,00471X0095,70.75
2014-04-03,00471X0095,70.76
2014-04-04,00471X0095,70.77
2014-04-05,00471X0095,70.79
2014-04-06,00471X0095,70.80
2014-04-07,00471X0095,70.83
2014-04-08,00471X0095,70.83
2014-04-09,00471X0095,70.85
2014-04-10,00471X0095,70.87
2014-04-11,00471X0095,70.87
2014-04-12,00471X0095,70.88
2014-04-13,00471X0095,70.89
2014-04-14,00471X0095,70.89
2014-04-15,00471X0095,70.89
2014-04-16,00471X0095,70.89
2014-04-17,00471X0095,70.90
2014-04-18,00471X0095,70.91
2014-04-19,00471X0095,70.91
2014-04-20,00471X0095,70.91
2014-04-21,00471X0095,70.90
2014-04-22,00471X0095,70.90
2014-04-23,00471X0095,70.87
2014-04-24,00471X0095,70.86
2014-04-25,00471X0095,70.87
2014-04-26,00471X0095,70.85
2014-04-27,00471X0095,70.84
2014-04-28,00471X0095,70.83
2014-04-29,00471X0095,70.80
2014-04-30,00471X0095,70.79
2014-05-01,00471X0095,70.77
2014-05-02,00471X0095,70.75
2014-05-03,00471X0095,70.71
2014-05-04,00471X0095,70.69
2014-05-05,00471X0095,70.68
2014-05-06,00471X0095,70.67
2014-05-07,00471X0095,70.65
2014-05-08,00471X0095,70.62
2014-05-09,00471X0095,70.60
2014-05-10,00471X0095,70.57
2014-05-11,00471X0095,70.56
2014-05-12,00471X0095,70.53
2014-05-13,00471X0095,70.49
2014-05-14,00471X0095,70.45
2014-05-15,00471X0095,70.42
2014-05-16,00471X0095,70.39
2014-05-17,00471X0095,70.37
2014-05-18,00471X0095,70.35
2014-05-19,00471X0095,70.33
2014-05-20,00471X0095,70.30
2014-05-21,00471X0095,70.26
2014-05-22,00471X0095,70.25
2014-05-23,00471X0095,70.21
2014-05-24,00471X0095,70.17
2014-05-25,00471X0095,70.13
2014-05-26,00471X0095,70.10
2014-05-27,00471X0095,70.07
2014-05-28,00471X0095,70.03
2014-05-29,00471X0095,70.00
2014-05-30,00471X0095,69.95
2014-05-31,00471X0095,69.91
2014-06-01,00471X0095,69.88
2014-06-02,00471X0095,69.84
2014-06-03,00471X0095,69.81
2014-06-04,00471X0095,69.77
2014-06-05,00471X0095,69.74
2014-06-06,00471X0095,69.69
2014-06-07,00471X0095,69.66
2014-06-08,00471X0095,69.61
2014-06-09,00471X0095,69.58
2014-06-10,00471X0095,69.54
2014-06-11,00471X0095,69.50
2014-06-12,00471X0095,69.45
2014-06-13,00471X0095,69.42
2014-06-14,00471X0095,69.38
2014-06-15,00471X0095,69.34
2014-06-16,00471X0095,69.29
2014-06-17,00471X0095,69.25
2014-06-18,00471X0095,69.21
2014-06-19,00471X0095,69.17
2014-06-20,00471X0095,69.13
2014-06-21,00471X0095,69.09
2014-06-22,00471X0095,69.05
2014-06-23,00471X0095,69.01
2014-06-24,00471X0095,68.96
2014-06-25,00471X0095,68.92
2014-06-26,00471X0095,68.88
2014-06-27,00471X0095,68.83
2014-06-28,00471X0095,68.79
2014-06-29,00471X0095,68.75
2014-06-30,00471X0095,68.70
2014-07-01,00471X0095,68.66
2014-07-02,00471X0095,68.61
2014-07-03,00471X0095,68.56
2014-07-04,00471X0095,68.52
2014-07-05,00471X0095,68.48
2014-07-06,00471X0095,68.44
2014-07-07,00471X0095,68.40
2014-07-08,00471X0095,68.35
2014-07-09,00471X0095,68.31
2014-07-10,00471X0095,68.27
2014-07-11,00471X0095,68.22
2014-07-12,00471X0095,68.20
2014-07-13,00471X0095,68.15
2014-07-14,00471X0095,68.11
2014-07-15,00471X0095,68.07
2014-07-16,00471X0095,68.03
2014-07-17,00471X0095,67.99
2014-07-18,00471X0095,67.95
2014-07-19,00471X0095,67.91
2014-07-20,00471X0095,67.90
2014-07-21,00471X0095,67.89
2014-07-22,00471X0095,67.86
2014-07-23,00471X0095,67.83
2014-07-24,00471X0095,67.80
2014-07-25,00471X0095,67.78
2014-07-26,00471X0095,67.75
2014-07-27,00471X0095,67.71
2014-07-28,00471X0095,67.69
2014-07-29,00471X0095,67.67
2014-07-30,00471X0095,67.65
2014-07-31,00471X0095,67.63
2014-08-01,00471X0095,67.61
2014-08-02,00471X0095,67.59
2014-08-03,00471X0095,67.57
2014-08-04,00471X0095,67.54
2014-08-05,00471X0095,67.52
2014-08-06,00471X0095,67.50
2014-08-07,00471X0095,67.48
2014-08-08,00471X0095,67.45
2014-08-09,00471X0095,67.43
2014-08-10,00471X0095,67.41
2014-08-11,00471X0095,67.39
2014-08-12,00471X0095,67.37
2014-08-13,00471X0095,67.35
2014-08-14,00471X0095,67.33
2014-08-15,00471X0095,67.30
2014-08-16,00471X0095,67.28
2014-08-17,00471X0095,67.26
2014-08-18,00471X0095,67.24
2014-08-19,00471X0095,67.22
2014-08-20,00471X0095,67.20
2014-08-21,00471X0095,67.18
2014-08-22,00471X0095,67.16
2014-08-23,00471X0095,67.13
2014-08-24,00471X0095,67.11
2014-08-25,00471X0095,67.09
2014-08-26,00471X0095,67.09
2014-08-27,00471X0095,67.08
2014-08-28,00471X0095,67.06
2014-08-29,00471X0095,67.05
2014-08-30,00471X0095,67.03
2014-08-31,00471X0095,67.02
2014-09-01,00471X0095,67.00
2014-09-02,00471X0095,66.99
2014-09-03,00471X0095,66.97
2014-09-04,00471X0095,66.96
2014-09-05,00471X0095,66.95
2014-09-06,00471X0095,66.94
2014-09-07,00471X0095,66.92
2014-09-08,00471X0095,66.91
2014-09-09,00471X0095,66.90
2014-09-10,00471X0095,66.88
2014-09-11,00471X0095,66.87
2014-09-12,00471X0095,66.86
2014-09-13,00471X0095,66.85
2014-09-14,00471X0095,66.83
2014-09-15,00471X0095,66.82
2014-09-16,00471X0095,66.81
2014-09-17,00471X0095,66.80
2014-09-18,00471X0095,67.00
2014-09-19,00471X0095,66.79
2014-09-20,00471X0095,66.78
2014-09-21,00471X0095,66.77
2014-09-22,00471X0095,66.76
2014-09-23,00471X0095,66.75
2014-09-24,00471X0095,66.75
2014-09-25,00471X0095,66.73
2014-09-26,00471X0095,66.71
2014-09-27,00471X0095,66.70
2014-09-28,00471X0095,66.69
2014-09-29,00471X0095,66.68
2014-09-30,00471X0095,66.68
2014-10-01,00471X0095,66.66
2014-10-02,00471X0095,66.66
2014-10-03,00471X0095,66.64
2014-10-04,00471X0095,66.63
2014-10-05,00471X0095,66.62
2014-10-06,00471X0095,66.61
2014-10-07,00471X0095,66.60
2014-10-08,00471X0095,66.60
2014-10-09,00471X0095,66.59
2014-10-10,00471X0095,66.58
2014-10-11,00471X0095,66.56
2014-10-12,00471X0095,66.55
2014-10-13,00471X0095,66.55
2014-10-14,00471X0095,66.54
2014-10-15,00471X0095,66.52
2014-10-16,00471X0095,66.51
2014-10-17,00471X0095,66.50
2014-10-18,00471X0095,66.49
2014-10-19,00471X0095,66.48
2014-10-20,00471X0095,66.46
2014-10-21,00471X0095,66.45
2014-10-22,00471X0095,66.44
2014-10-23,00471X0095,66.42
2014-10-24,00471X0095,66.41
2014-10-25,00471X0095,66.40
2014-10-26,00471X0095,66.38
2014-10-27,00471X0095,66.37
2014-10-28,00471X0095,66.36
2014-10-29,00471X0095,66.35
2014-10-30,00471X0095,66.33
2014-10-31,00471X0095,66.32
2014-11-01,00471X0095,66.30
2014-11-02,00471X0095,66.29
2014-11-03,00471X0095,66.28
2014-11-04,00471X0095,66.28
2014-11-05,00471X0095,66.27
2014-11-06,00471X0095,66.26
2014-11-07,00471X0095,66.24
2014-11-08,00471X0095,66.24
2014-11-09,00471X0095,66.22
2014-11-10,00471X0095,66.21
2014-11-11,00471X0095,66.20
2014-11-12,00471X0095,66.19
2014-11-13,00471X0095,66.18
2014-11-14,00471X0095,66.17
2014-11-15,00471X0095,66.16
2014-11-16,00471X0095,66.15
2014-11-17,00471X0095,66.14
2014-11-18,00471X0095,66.13
2014-11-19,00471X0095,66.12
2014-11-20,00471X0095,66.11
2014-11-21,00471X0095,66.10
2014-11-22,00471X0095,66.09
2014-11-23,00471X0095,66.09
2014-11-24,00471X0095,66.08
2014-11-25,00471X0095,66.07
2014-11-26,00471X0095,66.06
2014-11-27,00471X0095,66.05
2014-11-28,00471X0095,66.05
2014-11-29,00471X0095,66.04
2014-11-30,00471X0095,66.03
2014-12-01,00471X0095,66.02
2014-12-02,00471X0095,66.01
2014-12-03,00471X0095,66.00
2014-12-04,00471X0095,65.99
2014-12-05,00471X0095,65.99
2014-12-06,00471X0095,65.98
2014-12-07,00471X0095,65.97
2014-12-08,00471X0095,65.96
2014-12-09,00471X0095,65.95
2014-12-10,00471X0095,65.95
2014-12-11,00471X0095,65.94
2014-12-12,00471X0095,65.94
2014-12-13,00471X0095,65.95
2014-12-14,00471X0095,65.94
2014-12-15,00471X0095,65.95
2014-12-16,00471X0095,65.95
2014-12-17,00471X0095,65.96
2014-12-18,00471X0095,65.97
2014-12-19,00471X0095,65.98
2014-12-20,00471X0095,66.00
2014-12-21,00471X0095,66.04
2014-12-22,00471X0095,66.08
2014-12-23,00471X0095,66.12
2014-12-24,00471X0095,66.16
2014-12-25,00471X0095,66.19
2014-12-26,00471X0095,66.22
2014-12-27,00471X0095,66.27
2014-12-28,00471X0095,66.30
2014-12-29,00471X0095,66.33
2014-12-30,00471X0095,66.36
2014-12-31,00471X0095,66.40
2015-01-01,00471X0095,66.43
2015-01-02,00471X0095,66.47
2015-01-03,00471X0095,66.52
2015-01-04,00471X0095,66.55
2015-01-05,00471X0095,66.59
2015-01-06,00471X0095,66.65
2015-01-07,00471X0095,66.69
2015-01-08,00471X0095,66.73
2015-01-09,00471X0095,66.81
2015-01-10,00471X0095,66.85
2015-01-11,00471X0095,66.90
2015-01-12,00471X0095,66.98
2015-01-13,00471X0095,67.05
2015-01-14,00471X0095,67.12
2015-01-15,00471X0095,67.20
2015-01-16,00471X0095,67.27
2015-01-17,00471X0095,67.34
2015-01-18,00471X0095,67.41
2015-01-19,00471X0095,67.49
2015-01-20,00471X0095,67.55
2015-01-21,00471X0095,67.64
2015-01-22,00471X0095,67.70
2015-01-23,00471X0095,67.79
2015-01-24,00471X0095,67.87
2015-01-25,00471X0095,67.96
2015-01-26,00471X0095,68.05
2015-01-27,00471X0095,68.13
2015-01-28,00471X0095,68.23
2015-01-29,00471X0095,68.34
2015-01-30,00471X0095,68.41
2015-01-31,00471X0095,68.47
2015-02-01,00471X0095,68.53
2015-02-02,00471X0095,68.59
2015-02-03,00471X0095,68.65
2015-02-04,00471X0095,68.70
2015-02-05,00471X0095,68.76
2015-02-06,00471X0095,68.81
2015-02-07,00471X0095,68.86
2015-02-08,00471X0095,68.92
2015-02-09,00471X0095,68.97
2015-02-10,00471X0095,69.03
2015-02-11,00471X0095,69.09
2015-02-12,00471X0095,69.14
2015-02-13,00471X0095,69.21
2015-02-14,00471X0095,69.25
2015-02-15,00471X0095,69.29
2015-02-16,00471X0095,69.33
2015-02-17,00471X0095,69.35
2015-02-18,00471X0095,69.40
2015-02-19,00471X0095,69.46
2015-02-20,00471X0095,69.52
2015-02-21,00471X0095,69.56
2015-02-22,00471X0095,69.60
2015-02-23,00471X0095,69.64
2015-02-24,00471X0095,69.66
2015-02-25,00471X0095,69.69
2015-02-26,00471X0095,69.74
2015-02-27,00471X0095,69.76
2015-02-28,00471X0095,69.81
2015-03-01,00471X0095,69.86
2015-03-02,00471X0095,69.88
2015-03-03,00471X0095,69.91
2015-03-04,00471X0095,69.93
2015-03-05,00471X0095,69.97
2015-03-06,00471X0095,70.01
2015-03-07,00471X0095,70.05
2015-03-08,00471X0095,70.09
2015-03-09,00471X0095,70.13
2015-03-10,00471X0095,70.15
2015-03-11,00471X0095,70.18
2015-03-12,00471X0095,70.22
2015-03-13,00471X0095,70.25
2015-03-14,00471X0095,70.27
2015-03-15,00471X0095,70.31
2015-03-16,00471X0095,70.33
2015-03-17,00471X0095,70.36
2015-03-18,00471X0095,70.37
2015-03-19,00471X0095,70.40
2015-03-20,00471X0095,70.43
2015-03-21,00471X0095,70.45
2015-03-22,00471X0095,70.47
2015-03-23,00471X0095,70.50
2015-03-24,00471X0095,70.52
2015-03-25,00471X0095,70.54
2015-03-26,00471X0095,70.56
2015-03-27,00471X0095,70.56
2015-03-28,00471X0095,70.59
2015-03-29,00471X0095,70.62
2015-03-30,00471X0095,70.63
2015-03-31,00471X0095,70.64
2015-04-01,00471X0095,70.63
2015-04-02,00471X0095,70.64
2015-04-03,00471X0095,70.66
2015-04-04,00471X0095,70.67
2015-04-05,00471X0095,70.66
2015-04-06,00471X0095,70.66
2015-04-07,00471X0095,70.66
2015-04-08,00471X0095,70.67
2015-04-09,00471X0095,70.68
2015-04-10,00471X0095,70.69
2015-04-11,00471X0095,70.69
2015-04-12,00471X0095,70.68
2015-04-13,00471X0095,70.67
2015-04-14,00471X0095,70.68
2015-04-15,00471X0095,70.69
2015-04-16,00471X0095,70.69
2015-04-17,00471X0095,70.68
2015-04-18,00471X0095,70.66
2015-04-19,00471X0095,70.66
2015-04-20,00471X0095,70.65
2015-04-21,00471X0095,70.63
2015-04-22,00471X0095,70.63
2015-04-23,00471X0095,70.62
2015-04-24,00471X0095,70.62
2015-04-25,00471X0095,70.61
2015-04-26,00471X0095,70.60
2015-04-27,00471X0095,70.59
2015-04-28,00471X0095,70.56
2015-04-29,00471X0095,70.55
2015-04-30,00471X0095,70.53
2015-05-01,00471X0095,70.52
2015-05-02,00471X0095,70.50
2015-05-03,00471X0095,70.49
2015-05-04,00471X0095,70.48
2015-05-05,00471X0095,70.49
2015-05-06,00471X0095,70.44
2015-05-07,00471X0095,70.41
2015-05-08,00471X0095,70.40
2015-05-09,00471X0095,70.38
2015-05-10,00471X0095,70.34
2015-05-11,00471X0095,70.33
2015-05-12,00471X0095,70.31
2015-05-13,00471X0095,70.28
2015-05-14,00471X0095,70.26
2015-05-15,00471X0095,70.24
2015-05-16,00471X0095,70.20
2015-05-17,00471X0095,70.17
2015-05-18,00471X0095,70.16
2015-05-19,00471X0095,70.14
2015-05-20,00471X0095,70.11
2015-05-21,00471X0095,70.07
2015-05-22,00471X0095,70.04
2015-05-23,00471X0095,70.01
2015-05-24,00471X0095,69.99
2015-05-25,00471X0095,69.96
2015-05-26,00471X0095,69.92
2015-05-27,00471X0095,69.89
2015-05-28,00471X0095,69.87
2015-05-29,00471X0095,69.84
2015-05-30,00471X0095,69.80
2015-05-31,00471X0095,69.77
2015-06-01,00471X0095,69.74
2015-06-02,00471X0095,69.71
2015-06-03,00471X0095,69.67
2015-06-04,00471X0095,69.63
2015-06-05,00471X0095,69.60
2015-06-06,00471X0095,69.57
2015-06-07,00471X0095,69.53
2015-06-08,00471X0095,69.49
2015-06-09,00471X0095,69.46
2015-06-10,00471X0095,69.42
2015-06-11,00471X0095,69.39
2015-06-12,00471X0095,69.36
2015-06-13,00471X0095,69.32
2015-06-14,00471X0095,69.28
2015-06-15,00471X0095,69.24
2015-06-16,00471X0095,69.20
2015-06-17,00471X0095,69.16
2015-06-18,00471X0095,69.13
2015-06-19,00471X0095,69.09
2015-06-20,00471X0095,69.05
2015-06-21,00471X0095,69.01
2015-06-22,00471X0095,68.98
2015-06-23,00471X0095,68.94
2015-06-24,00471X0095,68.89
2015-06-25,00471X0095,68.85
2015-06-26,00471X0095,68.81
2015-06-27,00471X0095,68.79
2015-06-28,00471X0095,68.73
2015-06-29,00471X0095,68.69
2015-06-30,00471X0095,68.65
2015-07-01,00471X0095,68.62
2015-07-02,00471X0095,68.56
2015-07-03,00471X0095,68.51
2015-07-04,00471X0095,68.48
2015-07-05,00471X0095,68.43
2015-07-06,00471X0095,68.38
2015-07-07,00471X0095,68.35
2015-07-08,00471X0095,68.30
2015-07-09,00471X0095,68.25
2015-07-10,00471X0095,68.20
2015-07-11,00471X0095,68.16
2015-07-12,00471X0095,68.12
2015-07-13,00471X0095,68.07
2015-07-14,00471X0095,68.02
2015-07-15,00471X0095,67.97
2015-07-16,00471X0095,67.93
2015-07-17,00471X0095,67.89
2015-07-18,00471X0095,67.84
2015-07-19,00471X0095,67.80
2015-07-20,00471X0095,67.75
2015-07-21,00471X0095,67.71
2015-07-22,00471X0095,67.66
2015-07-23,00471X0095,67.61
2015-07-24,00471X0095,67.57
2015-07-25,00471X0095,67.53
2015-07-26,00471X0095,67.48
2015-07-27,00471X0095,67.45
2015-07-28,00471X0095,67.40
2015-07-29,00471X0095,67.36
2015-07-30,00471X0095,67.32
2015-07-31,00471X0095,67.27
2015-08-01,00471X0095,67.23
2015-08-02,00471X0095,67.19
2015-08-03,00471X0095,67.14
2015-08-04,00471X0095,67.10
2015-08-05,00471X0095,67.05
2015-08-06,00471X0095,67.02
2015-08-07,00471X0095,66.97
2015-08-08,00471X0095,66.93
2015-08-09,00471X0095,66.89
2015-08-10,00471X0095,66.86
2015-08-11,00471X0095,66.81
2015-08-12,00471X0095,66.76
2015-08-13,00471X0095,66.72
2015-08-14,00471X0095,66.69
2015-08-15,00471X0095,66.65
2015-08-16,00471X0095,66.61
2015-08-17,00471X0095,66.57
